"genus","site","habitat","n_plants","plants_present","mean_rel_abund"
"Morchella","DOM","forest",5,0,0
"Mortierella","DOM","forest",5,2,2.65527430264019e-05
"Mucor","DOM","forest",5,1,4.02711591381972e-06
"Mycena","DOM","forest",5,1,6.89774098982583e-05
"Myrmecridium","DOM","forest",5,0,0
"Naganishia","DOM","forest",5,0,0
"Nagrajchalara","DOM","forest",5,0,0
"Nakataea","DOM","forest",5,0,0
"Nectriopsis","DOM","forest",5,2,0.000228281595843045
"Neoascochyta","DOM","forest",5,0,0
"Neochalara","DOM","forest",5,0,0
"Neocoleroa","DOM","forest",5,0,0
"Neofabraea","DOM","forest",5,0,0
"Neokalmusia","DOM","forest",5,0,0
"Neonectria","DOM","forest",5,1,5.34404440728514e-05
"Neophaeomoniella","DOM","forest",5,0,0
"Neophaeosphaeria","DOM","forest",5,1,1.75754646513467e-05
"Neopyrenochaeta","DOM","forest",5,1,2.81207434421548e-05
"Neosorocybe","DOM","forest",5,0,0
"Neovaginatispora","DOM","forest",5,0,0
"Neptunomyces","DOM","forest",5,0,0
"Nigrograna","DOM","forest",5,1,0.00189059668434123
"Nigrospora","DOM","forest",5,0,0
"Normandina","DOM","forest",5,0,0
"Obeliospora","DOM","forest",5,0,0
"Occultifur","DOM","forest",5,0,0
"Occultitheca","DOM","forest",5,0,0
"Oidiodendron","DOM","forest",5,3,0.0105878262217365
"Oliveonia","DOM","forest",5,0,0
"Ophiocordyceps","DOM","forest",5,0,0
"Orbilia","DOM","forest",5,0,0
"Ovicillium","DOM","forest",5,0,0
"Papiliotrema","DOM","forest",5,0,0
"Paraphaeosphaeria","DOM","forest",5,2,9.34994268338171e-05
"Pectenia","DOM","forest",5,2,0.00276658157103806
"Pellidiscus","DOM","forest",5,0,0
"Penicillium","DOM","forest",5,4,0.000429318013368725
"Peniophorella","DOM","forest",5,0,0
"Periconia","DOM","forest",5,1,8.78773232567336e-06
"Pestalotiopsis","DOM","forest",5,1,1.60233434814509e-05
"Pezicula","DOM","forest",5,0,0
"Pezizellaster","DOM","forest",5,0,0
"Pezoloma","DOM","forest",5,1,0.000143082479291828
"Phaeosphaeria","DOM","forest",5,2,0.000499840270359483
"Phaeotremella","DOM","forest",5,0,0
"Phialocephala","DOM","forest",5,0,0
"Pholiota","DOM","forest",5,0,0
"Phylloscypha","DOM","forest",5,0,0
"Pilidium","DOM","forest",5,0,0
"Piptocephalis","DOM","forest",5,0,0
"Piskurozyma","DOM","forest",5,0,0
"Placynthiella","DOM","forest",5,0,0
"Plectosphaerella","DOM","forest",5,2,0.000800391478741393
"Pleuroascus","DOM","forest",5,0,0
"Pochonia","DOM","forest",5,1,5.09688474889055e-05
"Podila","DOM","forest",5,2,0.000709959281798147
"Podospora","DOM","forest",5,0,0
"Polydesmia","DOM","forest",5,0,0
"Polylobatispora","DOM","forest",5,0,0
"Polyscytalum","DOM","forest",5,0,0
"Porpidia","DOM","forest",5,0,0
"Preussia","DOM","forest",5,0,0
"Protomerulius","DOM","forest",5,0,0
"Psathyrella","DOM","forest",5,0,0
"Pseudoanungitea","DOM","forest",5,0,0
"Pseudoarthrographis","DOM","forest",5,0,0
"Pseudocercospora","DOM","forest",5,2,0.000324981559933904
"Pseudocladosporium","DOM","forest",5,0,0
"Pseudoconlarium","DOM","forest",5,0,0
"Pseudodactylaria","DOM","forest",5,0,0
"Pseudogymnoascus","DOM","forest",5,0,0
"Pseudohelotium","DOM","forest",5,0,0
"Pseudopenidiella","DOM","forest",5,0,0
"Pseudophialocephala","DOM","forest",5,0,0
"Pseudophialophora","DOM","forest",5,0,0
"Pseudoplectania","DOM","forest",5,1,7.67433819374752e-05
"Pseudorobillarda","DOM","forest",5,0,0
"Pseudosigmoidea","DOM","forest",5,0,0
"Psilocybe","DOM","forest",5,1,1.09633402767822e-05
"Psoroglaena","DOM","forest",5,0,0
"Puccinia","DOM","forest",5,0,0
"Pycnora","DOM","forest",5,0,0
"Pyrenochaetopsis","DOM","forest",5,0,0
"Rachicladosporium","DOM","forest",5,0,0
"Ramariopsis","DOM","forest",5,3,0.00156632343699551
"Ramicandelaber","DOM","forest",5,2,2.56147086546096e-05
"Ramichloridium","DOM","forest",5,0,0
"Recurvomyces","DOM","forest",5,0,0
"Renatobasidium","DOM","forest",5,0,0
"Rhexocercosporidium","DOM","forest",5,0,0
"Rhexodenticula","DOM","forest",5,0,0
"Rhizoglomus","DOM","forest",5,0,0
"Rhizophagus","DOM","forest",5,1,8.77911269212699e-05
"Rhodosporidiobolus","DOM","forest",5,0,0
"Rhodotorula","DOM","forest",5,0,0
"Rickenella","DOM","forest",5,0,0
"Saitozyma","DOM","forest",5,0,0
"Sakaguchia","DOM","forest",5,0,0
"Sarcoleotia","DOM","forest",5,0,0
"Sarcopodium","DOM","forest",5,2,0.000156323729705284
"Sarocladium","DOM","forest",5,0,0
"Sawadaea","DOM","forest",5,0,0
"Schizothecium","DOM","forest",5,0,0
"Sclerococcum","DOM","forest",5,1,0.00192978601871787
"Scutellinia","DOM","forest",5,0,0
"Scytalidium","DOM","forest",5,0,0
"Seiridium","DOM","forest",5,0,0
"Septoriella","DOM","forest",5,0,0
"Serendipita","DOM","forest",5,5,0.105932377355301
"Setophoma","DOM","forest",5,1,3.58151936010187e-05
"Sistotrema","DOM","forest",5,3,0.000327659388009168
"Slooffia","DOM","forest",5,0,0
"Solicoccozyma","DOM","forest",5,0,0
"Sordaria","DOM","forest",5,0,0
"Spirosphaera","DOM","forest",5,3,0.000743345406010731
"Sporidesmiella","DOM","forest",5,0,0
"Stachybotrys","DOM","forest",5,0,0
"Stagonospora","DOM","forest",5,0,0
"Stemphylium","DOM","forest",5,0,0
"Sympodiella","DOM","forest",5,0,0
"Sympoventuria","DOM","forest",5,0,0
"Taeniospora","DOM","forest",5,0,0
"Talaromyces","DOM","forest",5,0,0
"Tausonia","DOM","forest",5,1,3.54200224326809e-05
"Teichospora","DOM","forest",5,0,0
"Tephrocybe","DOM","forest",5,0,0
"Teratosphaeria","DOM","forest",5,5,0.0229987687389982
"Terramyces","DOM","forest",5,0,0
"Tetracladium","DOM","forest",5,2,0.000538373536993072
"Tetraploa","DOM","forest",5,1,2.44566821558987e-05
"Thelebolus","DOM","forest",5,0,0
"Thoreauomyces","DOM","forest",5,0,0
"Tilletiaria","DOM","forest",5,0,0
"Tolypocladium","DOM","forest",5,5,0.00153783646004589
"Trechispora","DOM","forest",5,4,0.0013068314452484
"Tremella","DOM","forest",5,0,0
"Tricellula","DOM","forest",5,0,0
"Trichoderma","DOM","forest",5,2,0.000265444742949868
"Trichomerium","DOM","forest",5,0,0
"Triscelophorus","DOM","forest",5,1,0.000115998066698888
"Tubaria","DOM","forest",5,0,0
"Tulasnella","DOM","forest",5,0,0
"Umbelopsis","DOM","forest",5,0,0
"Usnea","DOM","forest",5,0,0
"Vanrija","DOM","forest",5,0,0
"Vermiculariopsiella","DOM","forest",5,0,0
"Verrucaria","DOM","forest",5,1,5.62414868843095e-05
"Vertexicola","DOM","forest",5,0,0
"Verticillium","DOM","forest",5,1,0.000241343940974168
"Vishniacozyma","DOM","forest",5,1,3.879335790246e-05
"Volutella","DOM","forest",5,0,0
"Wojnowiciella","DOM","forest",5,0,0
"Xenasmatella","DOM","forest",5,0,0
"Xenochalara","DOM","forest",5,2,0.0142419758426682
"Xylodon","DOM","forest",5,1,0.00533591106814886
"Xylolentia","DOM","forest",5,0,0
"Yamadamyces","DOM","forest",5,0,0
"Absconditella","NV","forest",10,0,0
"Acanthobasidium","NV","forest",10,0,0
"Acaulospora","NV","forest",10,1,1.05766049998087e-05
"Acephala","NV","forest",10,0,0
"Acidomelania","NV","forest",10,1,9.23206042803189e-05
"Acremonium","NV","forest",10,0,0
"Acrodictys","NV","forest",10,0,0
"Acrodontium","NV","forest",10,0,0
"Ainoa","NV","forest",10,0,0
"Alfaria","NV","forest",10,0,0
"Angustimassarina","NV","forest",10,0,0
"Apenidiella","NV","forest",10,1,4.47729786119481e-06
"Aphanobasidium","NV","forest",10,1,0.00343840407290746
"Aphanocladium","NV","forest",10,0,0
"Apiotrichum","NV","forest",10,0,0
"Apodus","NV","forest",10,0,0
"Arachnopeziza","NV","forest",10,3,0.000441189412822784
"Archaeorhizomyces","NV","forest",10,1,0.00192820847645272
"Arcopilus","NV","forest",10,3,5.76887132162098e-05
"Arrhenia","NV","forest",10,1,3.13238347533472e-06
"Arthrinium","NV","forest",10,0,0
"Arthroderma","NV","forest",10,0,0
"Ascocoryne","NV","forest",10,0,0
"Aspergillus","NV","forest",10,0,0
"Asterostroma","NV","forest",10,0,0
"Athelia","NV","forest",10,0,0
"Athelopsis","NV","forest",10,4,0.0142512539830905
"Atheniella","NV","forest",10,0,0
"Atractospora","NV","forest",10,1,6.26476695066943e-06
"Aureobasidium","NV","forest",10,2,1.82984451781221e-05
"Auricularia","NV","forest",10,1,0.00106187799813847
"Bandoniozyma","NV","forest",10,0,0
"Bannoa","NV","forest",10,1,1.05750564632479e-05
"Basidiobolus","NV","forest",10,0,0
"Basidiodendron","NV","forest",10,2,0.00188909059308144
"Beauveria","NV","forest",10,0,0
"Bimuria","NV","forest",10,0,0
"Bjerkandera","NV","forest",10,0,0
"Blastenia","NV","forest",10,0,0
"Botryobasidium","NV","forest",10,0,0
"Botrytis","NV","forest",10,1,6.32983635816497e-05
"Brocchiosphaera","NV","forest",10,0,0
"Brunneochlamydosporium","NV","forest",10,1,7.10256098055928e-06
"Bryochiton","NV","forest",10,0,0
"Cadophora","NV","forest",10,1,7.26118481789986e-06
"Calophoma","NV","forest",10,0,0
"Calycina","NV","forest",10,0,0
"Calyptrozyma","NV","forest",10,3,0.00668687071889963
"Camarophyllopsis","NV","forest",10,0,0
"Camposporium","NV","forest",10,2,0.0305826281769463
"Camptophora","NV","forest",10,0,0
"Candida","NV","forest",10,0,0
"Capnobotryella","NV","forest",10,4,0.00350788978305717
"Capronia","NV","forest",10,1,2.16876785697447e-05
"Carcinomyces","NV","forest",10,1,4.9223168898117e-06
"Carlosrosaea","NV","forest",10,1,2.82882763953192e-06
"Catenulostroma","NV","forest",10,0,0
"Cephalotheca","NV","forest",10,5,0.00234711702458176
"Ceratobasidium","NV","forest",10,1,5.62585372330251e-06
"Ceriporia","NV","forest",10,0,0
"Chaetocapnodium","NV","forest",10,0,0
"Chaetosphaeria","NV","forest",10,0,0
"Chalara","NV","forest",10,1,4.20813858503028e-05
"Chloridium","NV","forest",10,4,0.000135994354580491
"Chromocyphella","NV","forest",10,0,0
"Cladia","NV","forest",10,0,0
"Cladophialophora","NV","forest",10,8,0.00879254390238754
"Cladosporium","NV","forest",10,5,0.00186045477776272
"Clathrosphaerina","NV","forest",10,1,0.000309134144635613
"Clathrus","NV","forest",10,0,0
"Clavaria","NV","forest",10,3,0.000735762319175617
"Clavulinopsis","NV","forest",10,0,0
"Clitopilus","NV","forest",10,2,0.00014569381621343
"Clohesyomyces","NV","forest",10,0,0
"Clonostachys","NV","forest",10,0,0
"Clypeosphaeria","NV","forest",10,1,1.83873796569575e-05
"Codinaea","NV","forest",10,0,0
"Colacogloea","NV","forest",10,0,0
"Coleophoma","NV","forest",10,0,0
"Collarina","NV","forest",10,0,0
"Colletotrichum","NV","forest",10,0,0
"Collybiopsis","NV","forest",10,0,0
"Colpoma","NV","forest",10,0,0
"Coniella","NV","forest",10,2,2.28935927945861e-05
"Coniochaeta","NV","forest",10,2,0.00088904415387657
"Conlarium","NV","forest",10,2,0.00194021304564159
"Coprinellus","NV","forest",10,0,0
"Coprinopsis","NV","forest",10,0,0
"Cora","NV","forest",10,0,0
"Cordyceps","NV","forest",10,0,0
"Cortinarius","NV","forest",10,0,0
"Cotylidia","NV","forest",10,0,0
"Crocicreas","NV","forest",10,3,0.000101207295259828
"Cryptocoryneum","NV","forest",10,2,8.07279497486111e-06
"Cryptodiscus","NV","forest",10,1,5.43860046681321e-05
"Cudoniella","NV","forest",10,1,0.000304937753531963
"Curvibasidium","NV","forest",10,0,0
"Cutaneotrichosporon","NV","forest",10,0,0
"Cyathicula","NV","forest",10,0,0
"Cylindrocladiella","NV","forest",10,0,0
"Cylindrodendrum","NV","forest",10,3,0.000102311640896853
"Cylindrosympodioides","NV","forest",10,0,0
"Cyphellophora","NV","forest",10,2,0.000127890331841059
"Cyphellostereum","NV","forest",10,1,0.00642187718562037
"Cystoderma","NV","forest",10,1,1.2088704225226e-05
"Cystofilobasidium","NV","forest",10,4,2.40131876494391e-05
"Cystolepiota","NV","forest",10,0,0
"Dactylonectria","NV","forest",10,0,0
"Dendrochytridium","NV","forest",10,0,0
"Derxomyces","NV","forest",10,0,0
"Devriesia","NV","forest",10,0,0
"Diaporthe","NV","forest",10,4,0.00220888582326612
"Dictyochaeta","NV","forest",10,0,0
"Dictyolus","NV","forest",10,0,0
"Dictyosporium","NV","forest",10,1,6.26821700567274e-06
"Dinemasporium","NV","forest",10,0,0
"Dioszegia","NV","forest",10,1,9.79157924185201e-06
"Dissoderma","NV","forest",10,0,0
"Dissophora","NV","forest",10,6,0.00219359644945202
"Dominikia","NV","forest",10,0,0
"Dothiorella","NV","forest",10,1,6.57164223073262e-05
"Durella","NV","forest",10,0,0
"Endoradiciella","NV","forest",10,0,0
"Entoloma","NV","forest",10,1,0.000205460262117486
"Eocronartium","NV","forest",10,1,6.09842543605992e-05
"Epicoccum","NV","forest",10,2,0.000176429591264835
"Exophiala","NV","forest",10,3,8.93127172243606e-05
"Farysia","NV","forest",10,1,4.25809748204502e-06
"Fellhanera","NV","forest",10,1,5.18839045751227e-06
"Fellozyma","NV","forest",10,0,0
"Filobasidium","NV","forest",10,0,0
"Flagelloscypha","NV","forest",10,1,0.000498323251950983
"Flavocillium","NV","forest",10,0,0
"Flexuomyces","NV","forest",10,0,0
"Fulvoflamma","NV","forest",10,1,6.22342080697023e-05
"Funiliomyces","NV","forest",10,4,0.000481566716360362
"Fusarium","NV","forest",10,7,0.000158832599983038
"Fusidium","NV","forest",10,1,5.73094126232936e-05
"Galerina","NV","forest",10,0,0
"Genolevuria","NV","forest",10,0,0
"Geoglossum","NV","forest",10,0,0
"Glomerobolus","NV","forest",10,0,0
"Glomus","NV","forest",10,0,0
"Glutinoglossum","NV","forest",10,0,0
"Gorgomyces","NV","forest",10,0,0
"Gremmenia","NV","forest",10,4,0.00283481940824674
"Gryganskiella","NV","forest",10,1,0.000162249621380044
"Gymnopilus","NV","forest",10,0,0
"Gymnopus","NV","forest",10,2,9.30701414785067e-05
"Gyoerffyella","NV","forest",10,6,0.0174841065693796
"Gyromitra","NV","forest",10,0,0
"Hannaella","NV","forest",10,0,0
"Hansfordia","NV","forest",10,0,0
"Haptocillium","NV","forest",10,1,1.2447745402114e-05
"Harknessia","NV","forest",10,0,0
"Helicoon","NV","forest",10,1,8.48648291859577e-06
"Helicosporium","NV","forest",10,1,3.62573364454214e-05
"Hemibeltrania","NV","forest",10,2,0.000147442725130578
"Henningsia","NV","forest",10,0,0
"Hyalorbilia","NV","forest",10,0,0
"Hyaloscypha","NV","forest",10,4,0.00110371191282979
"Hygrocybe","NV","forest",10,1,0.000107023979028958
"Hyphodontia","NV","forest",10,0,0
"Hypochnicium","NV","forest",10,0,0
"Ilyonectria","NV","forest",10,7,0.00493973726233905
"Infundichalara","NV","forest",10,0,0
"Jalapriya","NV","forest",10,1,7.42612691475931e-06
"Juncaceicola","NV","forest",10,0,0
"Knufia","NV","forest",10,2,0.000957493947055383
"Kockovaella","NV","forest",10,1,1.8002731914568e-06
"Krasilnikovozyma","NV","forest",10,0,0
"Kurtzmanomyces","NV","forest",10,1,2.63809407849345e-05
"Laburnicola","NV","forest",10,1,0.000360889634913974
"Lachnellula","NV","forest",10,3,0.000192478692037771
"Lachnum","NV","forest",10,1,1.69729658371915e-05
"Lapidomyces","NV","forest",10,1,9.79157924185201e-06
"Lecanicillium","NV","forest",10,3,0.000229792067233672
"Lecophagus","NV","forest",10,0,0
"Leohumicola","NV","forest",10,3,0.00173004331079382
"Leptobacillium","NV","forest",10,3,0.00170366180730345
"Leptodontidium","NV","forest",10,0,0
"Leucosporidium","NV","forest",10,4,6.29886939019708e-05
"Liangia","NV","forest",10,1,3.21680208365761e-05
"Libkindia","NV","forest",10,0,0
"Linnemannia","NV","forest",10,7,0.0022843413669863
"Lithohypha","NV","forest",10,0,0
"Luellia","NV","forest",10,0,0
"Lunasporangiospora","NV","forest",10,0,0
"Maasoglossum","NV","forest",10,1,0.000128672083346304
"Malassezia","NV","forest",10,0,0
"Marasmiellus","NV","forest",10,1,2.86547063116468e-05
"Marchantiana","NV","forest",10,0,0
"Mariannaea","NV","forest",10,0,0
"Martininia","NV","forest",10,0,0
"Megalaria","NV","forest",10,0,0
"Melanconiella","NV","forest",10,0,0
"Metapochonia","NV","forest",10,2,0.000246530258149544
"Metarhizium","NV","forest",10,0,0
"Micarea","NV","forest",10,1,6.12230073986448e-05
"Microcera","NV","forest",10,0,0
"Microdochium","NV","forest",10,6,0.000429461828048903
"Microscypha","NV","forest",10,0,0
"Mollisia","NV","forest",10,0,0
"Morchella","NV","forest",10,0,0
"Mortierella","NV","forest",10,4,0.00725542067112338
"Mucor","NV","forest",10,3,0.000200468551545601
"Mycena","NV","forest",10,5,0.00237394880013532
"Myrmecridium","NV","forest",10,1,0.00256280529574791
"Naganishia","NV","forest",10,1,6.48850862747906e-05
"Nagrajchalara","NV","forest",10,0,0
"Nakataea","NV","forest",10,0,0
"Nectriopsis","NV","forest",10,0,0
"Neoascochyta","NV","forest",10,2,3.05817375054523e-05
"Neochalara","NV","forest",10,0,0
"Neocoleroa","NV","forest",10,0,0
"Neofabraea","NV","forest",10,1,0.000289550986151909
"Neokalmusia","NV","forest",10,0,0
"Neonectria","NV","forest",10,2,0.000210113200427395
"Neophaeomoniella","NV","forest",10,0,0
"Neophaeosphaeria","NV","forest",10,0,0
"Neopyrenochaeta","NV","forest",10,1,1.92783798043752e-05
"Neosorocybe","NV","forest",10,1,1.9583158483704e-05
"Neovaginatispora","NV","forest",10,0,0
"Neptunomyces","NV","forest",10,0,0
"Nigrograna","NV","forest",10,2,1.71498214343931e-05
"Nigrospora","NV","forest",10,0,0
"Normandina","NV","forest",10,1,2.80173084705663e-05
"Obeliospora","NV","forest",10,0,0
"Occultifur","NV","forest",10,0,0
"Occultitheca","NV","forest",10,0,0
"Oidiodendron","NV","forest",10,5,0.00944312475539682
"Oliveonia","NV","forest",10,5,0.00448658838183277
"Ophiocordyceps","NV","forest",10,0,0
"Orbilia","NV","forest",10,2,0.000120894942850161
"Ovicillium","NV","forest",10,1,4.53216705567767e-06
"Papiliotrema","NV","forest",10,0,0
"Paraphaeosphaeria","NV","forest",10,2,0.00104838581943965
"Pectenia","NV","forest",10,0,0
"Pellidiscus","NV","forest",10,1,8.1172125492106e-06
"Penicillium","NV","forest",10,7,0.00158425269363743
"Peniophorella","NV","forest",10,0,0
"Periconia","NV","forest",10,3,0.000117070635172667
"Pestalotiopsis","NV","forest",10,5,0.000235688808472592
"Pezicula","NV","forest",10,2,0.00364240464436344
"Pezizellaster","NV","forest",10,1,2.43516376476318e-05
"Pezoloma","NV","forest",10,4,0.0655737334538558
"Phaeosphaeria","NV","forest",10,2,0.000223006020689462
"Phaeotremella","NV","forest",10,2,4.06959610011752e-05
"Phialocephala","NV","forest",10,0,0
"Pholiota","NV","forest",10,0,0
"Phylloscypha","NV","forest",10,0,0
"Pilidium","NV","forest",10,1,0.000144270209616128
"Piptocephalis","NV","forest",10,0,0
"Piskurozyma","NV","forest",10,2,7.62531162124186e-06
"Placynthiella","NV","forest",10,0,0
"Plectosphaerella","NV","forest",10,2,2.57704345940688e-05
"Pleuroascus","NV","forest",10,0,0
"Pochonia","NV","forest",10,3,9.69995997471237e-05
"Podila","NV","forest",10,4,0.00246154175747677
"Podospora","NV","forest",10,1,5.28752823162395e-06
"Polydesmia","NV","forest",10,0,0
"Polylobatispora","NV","forest",10,2,0.000442829345396105
"Polyscytalum","NV","forest",10,1,4.02735018257321e-06
"Porpidia","NV","forest",10,0,0
"Preussia","NV","forest",10,0,0
"Protomerulius","NV","forest",10,0,0
"Psathyrella","NV","forest",10,2,0.000448983117065315
"Pseudoanungitea","NV","forest",10,0,0
"Pseudoarthrographis","NV","forest",10,3,7.40099944697173e-05
"Pseudocercospora","NV","forest",10,1,9.90089673836173e-06
"Pseudocladosporium","NV","forest",10,0,0
"Pseudoconlarium","NV","forest",10,0,0
"Pseudodactylaria","NV","forest",10,0,0
"Pseudogymnoascus","NV","forest",10,1,0.000134839753598092
"Pseudohelotium","NV","forest",10,1,1.3502048935926e-06
"Pseudopenidiella","NV","forest",10,0,0
"Pseudophialocephala","NV","forest",10,1,5.60346169411325e-05
"Pseudophialophora","NV","forest",10,0,0
"Pseudoplectania","NV","forest",10,0,0
"Pseudorobillarda","NV","forest",10,0,0
"Pseudosigmoidea","NV","forest",10,1,3.80570318201559e-05
"Psilocybe","NV","forest",10,0,0
"Psoroglaena","NV","forest",10,0,0
"Puccinia","NV","forest",10,0,0
"Pycnora","NV","forest",10,5,4.88569325233477e-05
"Pyrenochaetopsis","NV","forest",10,3,0.000281327747007715
"Rachicladosporium","NV","forest",10,1,3.49699258637572e-05
"Ramariopsis","NV","forest",10,0,0
"Ramicandelaber","NV","forest",10,0,0
"Ramichloridium","NV","forest",10,0,0
"Recurvomyces","NV","forest",10,1,0.000180444817456987
"Renatobasidium","NV","forest",10,0,0
"Rhexocercosporidium","NV","forest",10,0,0
"Rhexodenticula","NV","forest",10,3,2.11427151169759e-05
"Rhizoglomus","NV","forest",10,0,0
"Rhizophagus","NV","forest",10,0,0
"Rhodosporidiobolus","NV","forest",10,0,0
"Rhodotorula","NV","forest",10,1,4.47897709592555e-05
"Rickenella","NV","forest",10,1,0.000182388508814262
"Saitozyma","NV","forest",10,0,0
"Sakaguchia","NV","forest",10,1,7.55361175946279e-06
"Sarcoleotia","NV","forest",10,1,3.248053056569e-05
"Sarcopodium","NV","forest",10,0,0
"Sarocladium","NV","forest",10,1,1.74444371104469e-05
"Sawadaea","NV","forest",10,0,0
"Schizothecium","NV","forest",10,4,0.000115208632263991
"Sclerococcum","NV","forest",10,3,0.000877608180523913
"Scutellinia","NV","forest",10,1,2.09819555182543e-05
"Scytalidium","NV","forest",10,1,2.4753756382531e-06
"Seiridium","NV","forest",10,0,0
"Septoriella","NV","forest",10,0,0
"Serendipita","NV","forest",10,9,0.138412691295985
"Setophoma","NV","forest",10,0,0
"Sistotrema","NV","forest",10,3,0.00100860309142914
"Slooffia","NV","forest",10,2,1.01435658211575e-05
"Solicoccozyma","NV","forest",10,0,0
"Sordaria","NV","forest",10,0,0
"Spirosphaera","NV","forest",10,1,0.00336130927402434
"Sporidesmiella","NV","forest",10,2,6.98113460846061e-05
"Stachybotrys","NV","forest",10,1,4.56684381841871e-05
"Stagonospora","NV","forest",10,0,0
"Stemphylium","NV","forest",10,0,0
"Sympodiella","NV","forest",10,4,0.000236736044403511
"Sympoventuria","NV","forest",10,0,0
"Taeniospora","NV","forest",10,0,0
"Talaromyces","NV","forest",10,1,1.1414459006527e-05
"Tausonia","NV","forest",10,2,0.000105017086561468
"Teichospora","NV","forest",10,0,0
"Tephrocybe","NV","forest",10,0,0
"Teratosphaeria","NV","forest",10,5,0.00600292548631448
"Terramyces","NV","forest",10,2,0.0002488339583731
"Tetracladium","NV","forest",10,2,3.79706488168337e-05
"Tetraploa","NV","forest",10,1,4.02956807507533e-06
"Thelebolus","NV","forest",10,2,0.000380361406944792
"Thoreauomyces","NV","forest",10,0,0
"Tilletiaria","NV","forest",10,2,0.000174851633451551
"Tolypocladium","NV","forest",10,2,0.000269876710134127
"Trechispora","NV","forest",10,2,0.000162225834130498
"Tremella","NV","forest",10,0,0
"Tricellula","NV","forest",10,1,2.23807525528046e-05
"Trichoderma","NV","forest",10,3,0.000145601490715885
"Trichomerium","NV","forest",10,2,4.79792232630854e-05
"Triscelophorus","NV","forest",10,0,0
"Tubaria","NV","forest",10,4,0.00510236922388555
"Tulasnella","NV","forest",10,0,0
"Umbelopsis","NV","forest",10,5,0.000460990854347435
"Usnea","NV","forest",10,1,1.13304176391942e-05
"Vanrija","NV","forest",10,0,0
"Vermiculariopsiella","NV","forest",10,1,5.36980024343094e-06
"Verrucaria","NV","forest",10,0,0
"Vertexicola","NV","forest",10,1,8.95795419185109e-06
"Verticillium","NV","forest",10,0,0
"Vishniacozyma","NV","forest",10,2,6.53638889940113e-06
"Volutella","NV","forest",10,0,0
"Wojnowiciella","NV","forest",10,1,5.82048721955326e-06
"Xenasmatella","NV","forest",10,0,0
"Xenochalara","NV","forest",10,4,0.0215181520268734
"Xylodon","NV","forest",10,0,0
"Xylolentia","NV","forest",10,0,0
"Yamadamyces","NV","forest",10,2,2.73673426388504e-05
"Absconditella","BEL","subparamo",5,0,0
"Acanthobasidium","BEL","subparamo",5,1,1.04662039732327e-05
"Acaulospora","BEL","subparamo",5,2,0.00134660264076626
"Acephala","BEL","subparamo",5,0,0
"Acidomelania","BEL","subparamo",5,1,0.00117657576332424
"Acremonium","BEL","subparamo",5,0,0
"Acrodictys","BEL","subparamo",5,0,0
"Acrodontium","BEL","subparamo",5,1,0.00102469486233324
"Ainoa","BEL","subparamo",5,0,0
"Alfaria","BEL","subparamo",5,0,0
"Angustimassarina","BEL","subparamo",5,0,0
"Apenidiella","BEL","subparamo",5,0,0
"Aphanobasidium","BEL","subparamo",5,0,0
"Aphanocladium","BEL","subparamo",5,1,0.000153504324940746
"Apiotrichum","BEL","subparamo",5,1,8.19852644569893e-05
"Apodus","BEL","subparamo",5,0,0
"Arachnopeziza","BEL","subparamo",5,1,1.99361246566003e-05
"Archaeorhizomyces","BEL","subparamo",5,0,0
"Arcopilus","BEL","subparamo",5,0,0
"Arrhenia","BEL","subparamo",5,0,0
"Arthrinium","BEL","subparamo",5,0,0
"Arthroderma","BEL","subparamo",5,0,0
"Ascocoryne","BEL","subparamo",5,0,0
"Aspergillus","BEL","subparamo",5,0,0
"Asterostroma","BEL","subparamo",5,0,0
"Athelia","BEL","subparamo",5,1,7.20748490507878e-05
"Athelopsis","BEL","subparamo",5,1,6.2446778313937e-05
"Atheniella","BEL","subparamo",5,0,0
"Atractospora","BEL","subparamo",5,0,0
"Aureobasidium","BEL","subparamo",5,1,3.44512547452242e-05
"Auricularia","BEL","subparamo",5,0,0
"Bandoniozyma","BEL","subparamo",5,0,0
"Bannoa","BEL","subparamo",5,0,0
"Basidiobolus","BEL","subparamo",5,0,0
"Basidiodendron","BEL","subparamo",5,1,4.50556417239166e-05
"Beauveria","BEL","subparamo",5,1,0.0002116915377781
"Bimuria","BEL","subparamo",5,0,0
"Bjerkandera","BEL","subparamo",5,0,0
"Blastenia","BEL","subparamo",5,0,0
"Botryobasidium","BEL","subparamo",5,0,0
"Botrytis","BEL","subparamo",5,0,0
"Brocchiosphaera","BEL","subparamo",5,0,0
"Brunneochlamydosporium","BEL","subparamo",5,0,0
"Bryochiton","BEL","subparamo",5,0,0
"Cadophora","BEL","subparamo",5,0,0
"Calophoma","BEL","subparamo",5,0,0
"Calycina","BEL","subparamo",5,0,0
"Calyptrozyma","BEL","subparamo",5,0,0
"Camarophyllopsis","BEL","subparamo",5,0,0
"Camposporium","BEL","subparamo",5,0,0
"Camptophora","BEL","subparamo",5,1,2.39850507719916e-05
"Candida","BEL","subparamo",5,0,0
"Capnobotryella","BEL","subparamo",5,0,0
"Capronia","BEL","subparamo",5,4,0.0228704214605891
"Carcinomyces","BEL","subparamo",5,0,0
"Carlosrosaea","BEL","subparamo",5,0,0
"Catenulostroma","BEL","subparamo",5,0,0
"Cephalotheca","BEL","subparamo",5,0,0
"Ceratobasidium","BEL","subparamo",5,0,0
